index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
20	SS01063	GMR_24F06_BB_21	GMR_45E06_XD_01	Female	Brain	20140623_32_G3	20x	2026743773425303650	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01063	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01063_Brain_2018_20140623_32_G3_20x	20x-Brain-2026743773425303650	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_32_G3', age: 'Day 1-5'
21	SS01080	GMR_84B12_XA_21	BJD_105D02_AV_01	Female	Brain	20140623_34_D1	20x	2026743819650728034	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01080	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01080_Brain_2018_20140623_34_D1_20x	20x-Brain-2026743819650728034	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_D1', age: 'Day 1-5'
24	SS01064	GMR_27E07_XA_21	GMR_14D01_XD_01	Female	Brain	20140623_32_H1	20x	2026743779444129890	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01064	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01064_Brain_2018_20140623_32_H1_20x	20x-Brain-2026743779444129890	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_32_H1', age: 'Day 1-5'
26	SS01046	BJD_105D02_BB_21	GMR_24C07_XD_01	Female	Brain	20140623_31_B2	20x	2028553832367128674	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01046	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01046_Brain_2018_20140623_31_B2_20x	20x-Brain-2028553832367128674	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_B2', age: 'Day 1-5'
28	SS01081	GMR_91C05_XA_21	GMR_31B08_XD_01	Female	Brain	20140623_34_E2	20x	2026743832460132450	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01081	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01081_Brain_2018_20140623_34_E2_20x	20x-Brain-2026743832460132450	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_E2', age: 'Day 1-5'
30	SS01066	GMR_30C12_XA_21	GMR_22D06_XD_01	Female	Brain	20140623_32_J2	20x	2025678802180374626	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01066	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01066_Brain_2018_20140623_32_J2_20x	20x-Brain-2025678802180374626	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_32_J2', age: 'Day 1-5'
31	SS01049	BJD_110A11_BB_21	BJD_115F05_AV_01	Female	Brain	20140623_31_D4	20x	2028553880052170850	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01049	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01049_Brain_2018_20140623_31_D4_20x	20x-Brain-2028553880052170850	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_D4', age: 'Day 1-5'
33	SS00725	GMR_50D07_XA_21	GMR_33H11_XD_01	Female	Brain	20140623_34_G2	20x	2026743840903266402	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS00725	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS00725_Brain_2018_20140623_34_G2_20x	20x-Brain-2026743840903266402	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_G2', age: 'Day 1-5'
35	SS01052	BJD_122B03_BB_21	GMR_22D06_XD_01	Female	Brain	20140623_31_F3	20x	2028553900755255394	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01052	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01052_Brain_2018_20140623_31_F3_20x	20x-Brain-2028553900755255394	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_F3', age: 'Day 1-5'
37	SS00726	GMR_25C08_XA_21	GMR_68A06_XD_01	Female	Brain	20140623_34_H4	20x	2025678948314120290	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS00726	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS00726_Brain_2018_20140623_34_H4_20x	20x-Brain-2025678948314120290	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_H4', age: 'Day 1-5'
40	SS01053	BJD_124F08_BB_21	GMR_24A03_XD_01	Female	Brain	20140623_31_G2	20x	2028553917805101154	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01053	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01053_Brain_2018_20140623_31_G2_20x	20x-Brain-2028553917805101154	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_G2', age: 'Day 1-5'
41	SS00727	GMR_14A01_XA_21	GMR_79H02_XD_01	Female	Brain	20140623_34_I3	20x	2026743849056993378	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS00727	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS00727_Brain_2018_20140623_34_I3_20x	20x-Brain-2026743849056993378	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_I3', age: 'Day 1-5'
43	SS01054	GMR_14H09_XA_21	GMR_56H09_XD_01	Female	Brain	20140623_31_H4	20x	2247799401269428298	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01054	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01054_Brain_2018_20140623_31_H4_20x	20x-Brain-2247799401269428298	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_H4', age: 'Day 1-5'
45	SS01056	GMR_17A04_XA_21	GMR_24A03_XD_01	Female	Brain	20140623_31_J3	20x	2028553950231265378	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01056	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01056_Brain_2018_20140623_31_J3_20x	20x-Brain-2028553950231265378	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_J3', age: 'Day 1-5'
47	SS01069	GMR_38H06_XA_21	BJD_104A09_AV_01	Female	Brain	20140623_33_C2	20x	2030819985416257634	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01069	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01069_Brain_2018_20140623_33_C2_20x	20x-Brain-2030819985416257634	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_C2', age: 'Day 1-5'
49	SS01073	GMR_42B02_XA_21	GMR_65C10_XD_01	Female	Brain	20140623_33_G2	20x	2030820023773167714	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01073	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01073_Brain_2018_20140623_33_G2_20x	20x-Brain-2030820023773167714	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_G2', age: 'Day 1-5'
51	SS01074	GMR_42B02_XA_21	GMR_89B01_XD_01	Female	Brain	20140623_33_H4	20x	2030820030538580066	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01074	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01074_Brain_2018_20140623_33_H4_20x	20x-Brain-2030820030538580066	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_H4', age: 'Day 1-5'
53	SS01075	GMR_47H03_XA_21	GMR_59F08_XD_01	Female	Brain	20140623_33_I2	20x	2030820035349446754	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01075	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01075_Brain_2018_20140623_33_I2_20x	20x-Brain-2030820035349446754	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_I2', age: 'Day 1-5'
55	SS01540	BJD_104B12_BB_21	GMR_38F04_XD_01	Female	Brain	20140718_31_A1	20x	2041259614837669986	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01540	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01540_Brain_2018_20140718_31_A1_20x	20x-Brain-2041259614837669986	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_A1', age: 'Day 1-5'
57	SS01541	BJD_104E03_BB_21	GMR_56G08_XD_01	Female	Brain	20140718_31_B3	20x	2041259638363521122	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01541	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01541_Brain_2018_20140718_31_B3_20x	20x-Brain-2041259638363521122	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_B3', age: 'Day 1-5'
