index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
47	LH528	GMR_65H10_XA_21	GMR_81E08_AV_01	Female	Brain	20150123_41_C2	20x	2113432814069219426	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03237	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH528_Brain_2019_20150123_41_C2_20x	20x-Brain-2113432814069219426	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150123_41_C2', age: 'Day 1-5'
49	LH1668	GMR_65H10_XA_21	GMR_85A07_AV_01	Female	Brain	20150227_41_C1	20x	2128206921692348514	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03791	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH1668_Brain_2019_20150227_41_C1_20x	20x-Brain-2128206921692348514	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_C1', age: 'Day 1-5'
51	LH1828	GMR_64B08_BB_21	GMR_95F09_AV_01	Female	Brain	20150227_41_C6	20x	2128206927421767778	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03773	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH1828_Brain_2019_20150227_41_C6_20x	20x-Brain-2128206927421767778	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_C6', age: 'Day 1-5'
53	LH578	GMR_70G02_XA_21	GMR_94F11_AV_01	Female	Brain	20150227_41_D2	20x	2128206930001264738	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03776	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH578_Brain_2019_20150227_41_D2_20x	20x-Brain-2128206930001264738	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_D2', age: 'Day 1-5'
55	LH728	GMR_76E07_BB_21	GMR_18B11_XD_01	Female	Brain	20150227_41_D4	20x	2128206932568178786	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03795	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH728_Brain_2019_20150227_41_D4_20x	20x-Brain-2128206932568178786	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_D4', age: 'Day 1-5'
57	LH1531	GMR_85A07_BB_21	GMR_66A08_AV_01	Female	Brain	20150227_41_D6	20x	2128206934711468130	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03797	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH1531_Brain_2019_20150227_41_D6_20x	20x-Brain-2128206934711468130	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_D6', age: 'Day 1-5'
59	LH1543	GMR_76E07_BB_21	GMR_66B12_AV_01	Female	Brain	20150227_41_E2	20x	2128206937186107490	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03799	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH1543_Brain_2019_20150227_41_E2_20x	20x-Brain-2128206937186107490	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_E2', age: 'Day 1-5'
61	LH1518	GMR_85A07_BB_21	GMR_65H10_AV_01	Female	Brain	20150227_41_F1	20x	2128206942819057762	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03801	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH1518_Brain_2019_20150227_41_F1_20x	20x-Brain-2128206942819057762	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_F1', age: 'Day 1-5'
63	LH509	GMR_13C04_BB_21	GMR_79C09_AV_01	Female	Brain	20150227_41_F2	20x	2128206943913771106	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS03783	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH509_Brain_2019_20150227_41_F2_20x	20x-Brain-2128206943913771106	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_F2', age: 'Day 1-5'
65	LH1112	GMR_37E08_BB_21	GMR_41H07_AV_01	Female	Brain	20150313_46_A2	20x	2131148750008090722	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_IS16337	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH1112_Brain_2019_20150313_46_A2_20x	20x-Brain-2131148750008090722	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150313_46_A2', age: 'Day 1-5'
66	LH1337	GMR_41H07_BB_21	GMR_53C10_AV_01	Female	Brain	20150313_46_F1	20x	2131148807868514402	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_IS04962	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH1337_Brain_2019_20150313_46_F1_20x	20x-Brain-2131148807868514402	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150313_46_F1', age: 'Day 1-5'
67	LH290	GMR_38D01_XA_21	GMR_45F12_AV_01	Female	Brain	20150313_46_G2	20x	2131148829771169890	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_IS00552	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH290_Brain_2019_20150313_46_G2_20x	20x-Brain-2131148829771169890	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150313_46_G2', age: 'Day 1-5'
68	LH808	GMR_84A06_BB_21	GMR_25B10_AV_01	Female	Brain	20150306_41_A6	20x	2131148851887734882	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_IS16061	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH808_Brain_2019_20150306_41_A6_20x	20x-Brain-2131148851887734882	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150306_41_A6', age: 'Day 1-5'
70	LH989	GMR_29G05_BB_21	GMR_37G11_AV_01	Female	Brain	20150306_41_B1	20x	2131148856853790818	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_IS04956	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_LH989_Brain_2019_20150306_41_B1_20x	20x-Brain-2131148856853790818	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150306_41_B1', age: 'Day 1-5'
